agency,gfs,payment_order_date,amount
E0307187,21220,2018-07,144936934.8
E0307187,21220,2018-08,20127606.7
E0307187,21220,2018-09,68697302.10000001
E0307187,21220,2018-10,171347631.71
E0307187,21220,2018-11,89202891.75
E0307187,21220,2018-12,71872725.75
E0307187,21220,2019-01,1783551.0
E0307187,21220,2019-02,69870684.98
E0307187,21220,2019-03,52961817.64
E0307187,21220,2019-04,49598799.6
E0307187,21220,2019-05,64466461.9
E0307187,21220,2019-06,43048327.35
E0307187,21220,2019-07,161623371.04
E0307187,21220,2019-08,26892552.75
E0307187,21220,2019-09,58019659.54
E0307187,21220,2019-10,31460352.41
E0307187,21220,2020-03,177182301.99
E0307187,21220,2020-04,37466282.7
E0307187,21220,2020-06,75445714.05
E0307187,21220,2020-07,22668339.75
E0307187,21220,2020-08,75708271.8
E0307187,21220,2020-09,114563659.35000001
E0307187,21220,2020-10,66415815.61
E0307187,21220,2020-11,9963282.25
E0307187,21220,2020-12,137301680.28
E0307187,212245,2016-01,45242368.5
E0307187,212245,2016-03,104752335.45
E0307187,212245,2016-06,161728282.8
E0307187,212245,2016-07,88442405.86
E0307187,212245,2016-09,93510293.10000001
E0307187,212245,2016-10,24522073.8
E0307187,212245,2016-11,23282748.3
E0307187,212245,2017-01,111812583.75
E0307187,212245,2017-02,109888889.55
E0307187,212245,2017-03,43755458.25
E0307187,212245,2017-05,75980647.08
E0307187,212245,2017-07,85407854.7
E0307187,212245,2017-08,3232048.0500000003
E0307187,212245,2017-10,32785907.700000003
E0307187,212245,2017-12,60930383.85
E0307187,212245,2018-02,93293119.5
E0307187,212245,2018-03,44618965.98
E0307187,212245,2018-07,107129176.35000001
E0307187,212245,2018-09,73152403.8
E0307187,212245,2018-10,149772962.85
E0307187,212245,2018-11,93592652.87
E0307187,212245,2019-03,91170291.27
E0307187,212245,2019-04,92323005.60000001
E0307187,212245,2019-05,195031066.65
E0307187,212245,2019-07,142190129.55
E0307187,212245,2019-08,66835415.85
E0307187,212245,2019-09,55034115.150000006
E0307187,212245,2019-10,15344550.28
E0307187,212245,2019-11,146715955.05
E0307187,212245,2020-02,40664688.75
E0307187,212245,2020-03,166500118.79
E0307187,212245,2020-05,115270591.80000001
E0307187,212245,2020-06,132300535.5
E0307187,212245,2020-07,87782076.9
E0307187,212245,2020-08,19700402.400000002
E0307187,212245,2020-09,80247795.42
E0307187,212245,2020-11,22235010.0
E0307187,212245,2020-12,76373685.25999999
E0307187,212652,2016-01,73182801.3
E0307187,212652,2016-02,2816497.82
E0307187,212652,2016-03,11890015.56
E0307187,212652,2016-04,185671639.65
E0307187,212652,2016-05,10713525.84
E0307187,212652,2016-06,98020304.55
E0307187,212652,2016-09,88203756.75999999
E0307187,212652,2016-10,85201600.94
E0307187,212652,2016-11,66139912.69
E0307187,212652,2016-12,7021875.0
E0307187,212652,2017-01,87053233.05
E0307187,212652,2017-02,236517890.69
E0307187,212652,2017-03,14915226.9
E0307187,212652,2017-05,24345051.150000002
E0307187,212652,2018-02,92134733.25
E0307187,212652,2018-03,68681840.37
E0307187,212652,2018-05,78846042.6
E0307187,212652,2018-07,18494951.2
E0307187,212652,2018-08,169991478.3
E0307187,212652,2018-11,123405392.38
E0307187,212652,2018-12,188330702.10999998
E0307187,212652,2019-01,135165466.8
E0307187,212652,2019-02,96584863.28
E0307187,212652,2019-03,65276030.400000006
E0307187,212652,2019-05,84582385.92
E0307187,212652,2019-07,70870675.05
E0307187,212652,2019-08,172844702.1
E0307187,212652,2019-10,14948221.05
E0307187,212652,2019-12,93282891.45
E0307187,212652,2020-01,58938245.1
E0307187,212652,2020-02,31640442.75
E0307187,212652,2020-03,196255148.25
E0307187,212652,2020-04,55029701.47
E0307187,212652,2020-05,32498371.72
E0307187,212652,2020-06,139659492.26
E0307187,212652,2020-09,88749181.5
E0307187,212652,2020-10,56127480.150000006
E0307187,212652,2020-12,92787263.10000001
E0307187,213,2016-01,122704736.7
E0307187,213,2016-02,195983275.57999998
E0307187,213,2016-03,53900796.6
E0307187,213,2016-04,282681065.63
E0307187,213,2016-05,31445989.619999997
E0307187,213,2016-06,244557695.92
E0307187,213,2016-07,186464439.57
E0307187,213,2016-08,176070093.15
E0307187,213,2016-09,185694718.38
E0307187,213,2016-11,152497238.56
E0307187,213,2016-12,378015730.83
E0307187,213,2017-01,206767686.3
E0307187,213,2017-02,241125781.05
E0307187,213,2017-03,157122864.15
E0307187,213,2017-04,313177374.81
E0307187,213,2017-05,205116746.10999998
E0307187,213,2017-06,108652904.85000001
E0307187,213,2017-07,316206267.71
E0307187,213,2017-08,219786668.85000002
E0307187,213,2017-09,133783012.07
E0307187,213,2017-10,65391036.8
E0307187,213,2017-11,133589667.75
E0307187,213,2017-12,72608464.95
E0307187,213,2018-01,80712896.84
E0307187,213,2018-02,89721090.9
E0307187,213,2018-03,84540311.2
E0307187,213,2018-04,65570901.900000006
E0307187,213,2018-05,235398824.85000002
E0307187,213,2018-06,271605148.76
E0307187,213,2018-07,216868824.9
E0307187,213,2018-08,50835639.75
E0307187,213,2018-09,37598013.83
E0307187,213,2018-10,91669962.52
E0307187,213,2018-11,221359464.9
E0307187,213,2018-12,73287355.75
E0307187,213,2019-01,119594749.32
E0307187,213,2019-02,165843491.84
E0307187,213,2019-03,169364275.5
E0307187,213,2019-04,68563662.3
E0307187,213,2019-05,218692085.85000002
E0307187,213,2019-06,53257031.32
E0307187,213,2019-07,475671101.63
E0307187,213,2019-08,466132330.65000004
E0307187,213,2019-09,212764085.46
E0307187,213,2019-10,119077227.15
E0307187,213,2019-11,25306035.12
E0307187,213,2019-12,133866563.02
E0307187,213,2020-01,239558947.39
E0307187,213,2020-02,69650142.45
E0307187,213,2020-03,273280513.36
E0307187,213,2020-04,325406359.95
E0307187,213,2020-05,137162754.94
E0307187,213,2020-06,356109278.7
E0307187,213,2020-07,297537971.85
E0307187,213,2020-08,389460153.61
E0307187,213,2020-09,257936748.3
E0307187,213,2020-10,181932420.6
E0307187,213,2020-11,138883010.17
E0307187,213,2020-12,317499135.45
E0307187,21305,2016-01,95231585.24
E0307187,21305,2016-02,89878232.84
E0307187,21305,2016-03,49963788.199999996
E0307187,21305,2016-05,61221498.589999996
E0307187,21305,2016-06,114292275.36
E0307187,21305,2016-07,64926348.6
E0307187,21305,2016-08,33893042.4
E0307187,21305,2016-09,92922134.55
E0307187,21305,2016-10,96224517.9
E0307187,21305,2016-11,61812200.1
E0307187,21305,2017-01,91525336.35000001
E0307187,21305,2017-03,70006292.92
E0307187,21305,2017-04,27800298.939999998
E0307187,21305,2017-05,49129146.15
E0307187,21305,2017-07,12614878.5
E0307187,21305,2017-08,34409413.5
E0307187,21305,2017-09,109912279.05000001
E0307187,21305,2017-10,54949944.0
E0307187,21305,2017-12,46550671.65
E0307187,21305,2018-01,69814927.35000001
E0307187,21305,2018-02,29430093.91
E0307187,21305,2018-03,19860518.169999998
E0307187,21305,2018-04,69224569.92
E0307187,21305,2018-06,246787446.15
E0307187,21305,2018-07,95551022.7
E0307187,21305,2018-08,88189477.39
E0307187,21305,2018-10,56363514.519999996
E0307187,21305,2018-11,28227620.400000002
E0307187,21305,2018-12,101968022.10000001
E0307187,21305,2019-01,17973874.96
E0307187,21305,2019-02,120964929.61
E0307187,21305,2019-03,35157178.58
E0307187,21305,2019-05,17984333.5
E0307187,21305,2019-06,62910772.989999995
E0307187,21305,2019-07,93632921.55
E0307187,21305,2019-08,221545196.7
E0307187,21305,2019-09,68443608.37
E0307187,21305,2020-01,245426575.8
E0307187,21305,2020-04,61562968.66
E0307187,21305,2020-05,63085114.050000004
E0307187,21305,2020-06,76836539.19
E0307187,21305,2020-07,31171696.9
E0307187,21305,2020-08,94811831.10000001
E0307187,21305,2020-09,65107749.269999996
E0307187,21305,2020-11,78751840.65
E0307187,21305,2020-12,41370898.67
E0307187,213183,2016-03,129238662.0
E0307187,213183,2016-06,18308870.28
E0307187,213183,2016-07,68439906.85
E0307187,213183,2016-11,217263956.2
E0307187,213183,2016-12,24140187.75
E0307187,213183,2017-01,172143405.0
E0307187,213183,2017-02,205920052.57999998
E0307187,213183,2017-04,59136120.809999995
E0307187,213183,2017-05,90879351.15
E0307187,213183,2017-06,156861305.42
E0307187,213183,2017-08,88040615.25
E0307187,213183,2017-09,103613263.09
E0307187,213183,2017-10,134736090.42
E0307187,213183,2017-12,86074945.28999999
E0307187,213183,2018-02,79812268.2
E0307187,213183,2018-03,144192703.20000002
E0307187,213183,2018-06,6308198.4
E0307187,213183,2018-07,94340949.15
E0307187,213183,2018-08,126108362.10000001
E0307187,213183,2018-09,49389275.629999995
E0307187,213183,2018-10,62887136.03
E0307187,213183,2018-11,19317885.62
E0307187,213183,2018-12,146745955.65
E0307187,213183,2019-02,76064416.05
E0307187,213183,2019-03,103655895.0
E0307187,213183,2019-05,156700377.57
E0307187,213183,2019-07,231019200.3
E0307187,213183,2019-08,20565053.419999998
E0307187,213183,2019-09,59796457.04
E0307187,213183,2019-10,5734071.0
E0307187,213183,2019-12,83308683.15
E0307187,213183,2020-01,18432093.259999998
E0307187,213183,2020-02,90770626.05
E0307187,213183,2020-03,6897222.83
E0307187,213183,2020-04,94038682.14999999
E0307187,213183,2020-05,94071238.25999999
E0307187,213183,2020-06,516258.25
E0307187,213183,2020-07,4521089.49
E0307187,213183,2020-08,90587918.4
E0307187,213183,2020-09,99199657.36
E0307187,213183,2020-10,101126357.85000001
E0307187,213183,2020-11,14224477.7
E0307187,213183,2020-12,203183830.01999998
E0307187,213197,2016-01,205886967.3
E0307187,213197,2016-03,140455400.4
E0307187,213197,2016-04,60835899.339999996
E0307187,213197,2016-05,46304141.16
E0307187,213197,2016-06,60598982.66
E0307187,213197,2016-07,3398989.6500000004
E0307187,213197,2016-09,74926783.78999999
E0307187,213197,2016-10,31938351.900000002
E0307187,213197,2017-02,272298967.45
E0307187,213197,2017-03,18025884.45
E0307187,213197,2017-05,98007892.5
E0307187,213197,2017-06,43850633.83
E0307187,213197,2017-08,126583618.35000001
E0307187,213197,2017-09,75108489.75
E0307187,213197,2017-10,55250527.79
E0307187,213197,2017-11,32181080.400000002
E0307187,213197,2017-12,107813162.10000001
E0307187,213197,2018-01,133401604.35000001
E0307187,213197,2018-02,57704233.0
E0307187,213197,2018-04,89544837.05
E0307187,213197,2018-05,28289441.25
E0307187,213197,2018-06,67768851.15
E0307187,213197,2018-07,234054081.96
E0307187,213197,2018-08,28886069.1
E0307187,213197,2018-09,67298545.65
E0307187,213197,2018-10,40657229.550000004
E0307187,213197,2018-11,18999811.95
E0307187,213197,2018-12,22263414.78
E0307187,213197,2019-03,121211608.35000001
E0307187,213197,2019-05,107629523.84
E0307187,213197,2019-07,94358592.3
E0307187,213197,2019-08,169724261.70000002
E0307187,213197,2019-09,98863865.10000001
E0307187,213197,2019-10,6007717.8
E0307187,213197,2019-11,99688228.5
E0307187,213197,2019-12,35482781.39
E0307187,213197,2020-01,34744376.1
E0307187,213197,2020-04,110686563.75
E0307187,213197,2020-05,71294143.49
E0307187,213197,2020-06,199943679.85
E0307187,213197,2020-08,351221309.25
E0307187,213197,2020-09,18589398.45
E0307187,213197,2020-11,101454855.60000001
E0307187,213197,2020-12,182662310.25
E0307187,21325,2016-01,20424456.150000002
E0307187,21325,2016-04,26645826.279999997
E0307187,21325,2016-05,65127470.339999996
E0307187,21325,2016-06,160722581.51
E0307187,21325,2016-07,57599128.65
E0307187,21325,2016-09,86302860.0
E0307187,21325,2016-10,94300198.65
E0307187,21325,2016-11,52525307.94
E0307187,21325,2016-12,131785877.13
E0307187,21325,2017-02,96112305.47
E0307187,21325,2017-04,76091154.3
E0307187,21325,2017-06,72551781.47
E0307187,21325,2017-10,67847473.05
E0307187,21325,2018-01,128940306.60000001
E0307187,21325,2018-02,17321185.35
E0307187,21325,2018-03,90480020.84
E0307187,21325,2018-04,67033330.22
E0307187,21325,2018-07,58935081.45
E0307187,21325,2018-08,81473145.98
E0307187,21325,2018-10,106360423.05000001
E0307187,21325,2018-11,84553870.83
E0307187,21325,2018-12,17406390.75
E0307187,21325,2019-01,14661331.75
E0307187,21325,2019-02,11597470.5
E0307187,21325,2019-03,111880387.82
E0307187,21325,2019-05,29275314.89
E0307187,21325,2019-06,142437932.70000002
E0307187,21325,2019-07,84244224.75
E0307187,21325,2019-08,8271661.42
E0307187,21325,2019-12,39778820.550000004
E0307187,21325,2020-01,109535573.84
E0307187,21325,2020-03,33552622.950000003
E0307187,21325,2020-06,45381094.5
E0307187,21325,2020-07,41872969.699999996
E0307187,21325,2020-09,65533344.53
E0307187,21325,2020-12,84570980.66
E0307187,21393,2016-02,15114578.799999999
E0307187,21393,2016-04,41419952.7
E0307187,21393,2016-05,42583725.56
E0307187,21393,2016-07,53643662.1
E0307187,21393,2016-08,173693441.25
E0307187,21393,2016-09,13038207.0
E0307187,21393,2016-10,70336282.8
E0307187,21393,2016-11,19660294.5
E0307187,21393,2017-01,86344435.53999999
E0307187,21393,2017-05,61221902.7
E0307187,21393,2017-06,142028308.8
E0307187,21393,2017-07,79608781.73
E0307187,21393,2017-08,48042953.46
E0307187,21393,2017-10,70700423.95
E0307187,21393,2018-01,162422329.65
E0307187,21393,2018-03,65943147.900000006
E0307187,21393,2018-06,70723613.74
E0307187,21393,2018-07,9019263.7
E0307187,21393,2018-08,211468604.87
E0307187,21393,2018-10,97939047.3
E0307187,21393,2019-05,39111796.5
E0307187,21393,2019-06,170323062.42
E0307187,21393,2019-07,95396283.15
E0307187,21393,2019-12,13282707.9
E0307187,21393,2020-02,45182094.629999995
E0307187,21393,2020-03,59112881.1
E0307187,21393,2020-04,142682539.65
E0307187,21393,2020-06,60186021.0
E0307187,21393,2020-09,14476571.969999999
E0307187,21393,2020-11,103988941.35000001
E0307187,21393,2020-12,73549498.25
E0307187,214,2016-01,140857981.57999998
E0307187,214,2016-02,323427429.8
E0307187,214,2016-03,258531518.70000002
E0307187,214,2016-04,243591718.51
E0307187,214,2016-05,177196309.5
E0307187,214,2016-06,197741448.10999998
E0307187,214,2016-07,97610338.35000001
E0307187,214,2016-08,171417797.63
E0307187,214,2016-09,163064372.97
E0307187,214,2016-10,121477411.64999999
E0307187,214,2016-11,225871128.0
E0307187,214,2016-12,263451560.59
E0307187,214,2017-01,117888477.0
E0307187,214,2017-02,254207358.3
E0307187,214,2017-03,334919290.43
E0307187,214,2017-04,147544841.48
E0307187,214,2017-05,294701304.45
E0307187,214,2017-06,193865117.25
E0307187,214,2017-07,113218734.30000001
E0307187,214,2017-08,67388218.8
E0307187,214,2017-09,114278754.53
E0307187,214,2017-11,69615607.96
E0307187,214,2017-12,115447438.66
E0307187,214,2018-01,149696226.75
E0307187,214,2018-02,137089447.95000002
E0307187,214,2018-03,52353113.4
E0307187,214,2018-04,132616446.42
E0307187,214,2018-05,135564046.8
E0307187,214,2018-06,156246932.64
E0307187,214,2018-07,240629970.95
E0307187,214,2018-08,362615973.3
E0307187,214,2018-09,18834293.1
E0307187,214,2018-10,123424234.63
E0307187,214,2018-11,65662431.45
E0307187,214,2018-12,177294390.34
E0307187,214,2019-01,16074603.3
E0307187,214,2019-02,84094130.6
E0307187,214,2019-03,127280171.55000001
E0307187,214,2019-04,42458406.9
E0307187,214,2019-05,78028781.25
E0307187,214,2019-06,106061241.42
E0307187,214,2019-07,283241579.15999997
E0307187,214,2019-08,204974438.38
E0307187,214,2019-09,79676465.4
E0307187,214,2019-10,82366224.00999999
E0307187,214,2019-11,48456685.62
E0307187,214,2019-12,209016092.76
E0307187,214,2020-01,235289836.73999998
E0307187,214,2020-02,243999437.64
E0307187,214,2020-03,133088732.7
E0307187,214,2020-04,208240266.39
E0307187,214,2020-05,328061126.59
E0307187,214,2020-06,149017547.85999998
E0307187,214,2020-07,112289080.83
E0307187,214,2020-08,110611668.30000001
E0307187,214,2020-09,430885946.52
E0307187,214,2020-10,40850371.449999996
E0307187,214,2020-11,32802526.05
E0307187,214,2020-12,188482164.7
E0307187,214047,2016-01,58589837.25
E0307187,214047,2016-03,91281115.71
E0307187,214047,2016-04,50298090.15
E0307187,214047,2016-05,40258269.45
E0307187,214047,2016-06,37998392.0
E0307187,214047,2016-07,147423116.4
E0307187,214047,2016-08,79715480.75999999
E0307187,214047,2016-09,30346183.25
E0307187,214047,2016-10,61304796.0
E0307187,214047,2016-11,22503891.900000002
E0307187,214047,2017-01,67114878.60000001
E0307187,214047,2017-04,65297465.1
E0307187,214047,2017-05,49058664.71
E0307187,214047,2017-06,114542648.85000001
E0307187,214047,2017-07,49889261.1
E0307187,214047,2017-09,33015752.259999998
E0307187,214047,2017-10,121160420.85000001
E0307187,214047,2017-11,82592447.41
E0307187,214047,2017-12,159052380.9
E0307187,214047,2018-01,38540070.45
E0307187,214047,2018-02,170782721.17
E0307187,214047,2018-04,30918127.259999998
E0307187,214047,2018-06,87226148.08
E0307187,214047,2018-08,185735856.6
E0307187,214047,2018-12,30805477.279999997
E0307187,214047,2019-01,66962091.48
E0307187,214047,2019-02,78324981.88
E0307187,214047,2019-03,105120988.41
E0307187,214047,2019-05,65259211.86
E0307187,214047,2019-06,15930588.389999999
E0307187,214047,2019-07,90125385.92999999
E0307187,214047,2019-09,55899687.68
E0307187,214047,2019-10,119529499.36
E0307187,214047,2020-01,39570844.449999996
E0307187,214047,2020-03,80292501.45
E0307187,214047,2020-04,63136773.0
E0307187,214047,2020-05,66054935.1
E0307187,214047,2020-06,137151115.5
E0307187,214047,2020-07,36145553.85
E0307187,214047,2020-08,170462583.34
E0307187,214047,2020-09,10314630.799999999
E0307187,214047,2020-10,36549188.72
E0307187,214047,2020-11,40036736.42
E0307187,214047,2020-12,218447104.97
E0307187,214312,2016-01,138778280.55
E0307187,214312,2016-04,30391494.86
E0307187,214312,2016-06,72410217.73
E0307187,214312,2016-07,12447146.7
E0307187,214312,2016-10,138229975.13
E0307187,214312,2016-12,42686517.43
E0307187,214312,2017-02,301537865.63
E0307187,214312,2017-04,53145524.25
E0307187,214312,2017-05,50020029.15
E0307187,214312,2017-06,42571518.15
E0307187,214312,2017-08,33009071.869999997
E0307187,214312,2017-09,75371339.4
E0307187,214312,2017-10,151162566.09
E0307187,214312,2017-11,34402277.05
E0307187,214312,2017-12,78168922.65
E0307187,214312,2018-01,18513697.650000002
E0307187,214312,2018-02,162033091.28
E0307187,214312,2018-06,241100110.54999998
E0307187,214312,2018-07,44115038.1
E0307187,214312,2018-08,36460208.68
E0307187,214312,2018-09,7238319.9
E0307187,214312,2018-10,90826593.11
E0307187,214312,2018-12,116237065.35000001
E0307187,214312,2019-02,30213983.1
E0307187,214312,2019-03,79508128.71
E0307187,214312,2019-04,71484499.2
E0307187,214312,2019-05,84166561.47
E0307187,214312,2019-08,108388039.59
E0307187,214312,2019-12,175270221.5
E0307187,214312,2020-02,31043922.0
E0307187,214312,2020-03,55583102.400000006
E0307187,214312,2020-04,61232482.87
E0307187,214312,2020-06,13925200.69
E0307187,214312,2020-07,59187074.91
E0307187,214312,2020-08,96758697.0
E0307187,214312,2020-09,53556460.650000006
E0307187,214312,2020-11,56510292.300000004
E0307187,214312,2020-12,14237225.100000001
E0307187,21433,2016-01,12186724.01
E0307187,21433,2016-02,95301681.32
E0307187,21433,2016-07,159342316.35
E0307187,21433,2016-08,121688926.80000001
E0307187,21433,2016-09,99757326.9
E0307187,21433,2016-11,92071982.89999999
E0307187,21433,2016-12,75054101.14
E0307187,21433,2017-02,191433407.16
E0307187,21433,2017-03,57735369.03
E0307187,21433,2017-04,145090306.92
E0307187,21433,2017-05,94342235.4
E0307187,21433,2017-06,219969052.8
E0307187,21433,2017-07,39951586.91
E0307187,21433,2017-08,118016472.99
E0307187,21433,2017-09,56909724.43
E0307187,21433,2017-10,11083478.02
E0307187,21433,2017-12,120694978.61
E0307187,21433,2018-02,101915380.35000001
E0307187,21433,2018-03,218186115.0
E0307187,21433,2018-04,116398318.99
E0307187,21433,2018-05,98187002.55
E0307187,21433,2018-06,93069452.33
E0307187,21433,2018-07,85182365.84
E0307187,21433,2018-08,33784465.62
E0307187,21433,2018-09,89253257.96
E0307187,21433,2018-11,5988830.4
E0307187,21433,2018-12,82846999.66
E0307187,21433,2019-01,22503041.64
E0307187,21433,2019-06,81204347.34
E0307187,21433,2019-07,121656560.95
E0307187,21433,2019-08,62202707.7
E0307187,21433,2019-09,54801982.33
E0307187,21433,2019-10,102107864.8
E0307187,21433,2019-11,20987595.12
E0307187,21433,2019-12,39799695.6
E0307187,21433,2020-04,62058905.41
E0307187,21433,2020-05,35678168.49
E0307187,21433,2020-06,124783319.09
E0307187,21433,2020-07,73952914.35000001
E0307187,21433,2020-09,140956730.25
E0307187,21433,2020-11,45357166.05
E0307187,21433,2020-12,73100940.15
E0307187,21434,2016-01,127414934.85000001
E0307187,21434,2016-03,76236053.89999999
E0307187,21434,2016-05,83872433.22
E0307187,21434,2016-06,17452423.33
E0307187,21434,2016-07,90400895.03
E0307187,21434,2016-08,68627406.88
E0307187,21434,2016-11,83875310.24
E0307187,21434,2017-01,114655973.25
E0307187,21434,2017-02,197892996.0
E0307187,21434,2017-03,69255065.75
E0307187,21434,2017-06,23195947.56
E0307187,21434,2017-07,54531952.650000006
E0307187,21434,2017-08,94881483.14
E0307187,21434,2017-09,55123102.650000006
E0307187,21434,2017-10,10334839.78
E0307187,21434,2017-11,16285654.350000001
E0307187,21434,2017-12,101203105.5
E0307187,21434,2018-01,108273142.95
E0307187,21434,2018-02,93139839.45
E0307187,21434,2018-03,83675572.69
E0307187,21434,2018-04,90700845.22
E0307187,21434,2018-06,165096652.35
E0307187,21434,2018-07,2666530.9699999997
E0307187,21434,2018-10,59123198.400000006
E0307187,21434,2019-03,12768274.9
E0307187,21434,2019-05,163051415.1
E0307187,21434,2019-06,79442856.44
E0307187,21434,2019-07,147142371.02
E0307187,21434,2019-08,81746654.85000001
E0307187,21434,2019-09,57643185.6
E0307187,21434,2019-11,50434559.269999996
E0307187,21434,2019-12,8991355.83
E0307187,21434,2020-01,101331316.8
E0307187,21434,2020-02,74687684.61
E0307187,21434,2020-04,33780573.01
E0307187,21434,2020-09,74452354.85
E0307187,21434,2020-10,7989367.17
E0307187,21434,2020-11,99433623.45
E0307187,21434,2020-12,69328642.95
E0307187,214357,2016-01,69148981.7
E0307187,214357,2016-02,97201509.74
E0307187,214357,2016-03,130000654.35000001
E0307187,214357,2016-04,10335209.35
E0307187,214357,2016-05,60407399.85
E0307187,214357,2016-06,14859797.4
E0307187,214357,2016-07,60480539.7
E0307187,214357,2016-08,28673685.6
E0307187,214357,2016-09,98531329.05
E0307187,214357,2016-10,104907792.15
E0307187,214357,2016-11,43710109.93
E0307187,214357,2016-12,66043325.91
E0307187,214357,2017-01,80775261.05
E0307187,214357,2017-02,72698244.67999999
E0307187,214357,2017-05,207475924.95000002
E0307187,214357,2017-06,118191816.75
E0307187,214357,2017-07,102021491.25
E0307187,214357,2017-08,14301370.57
E0307187,214357,2017-12,102392178.0
E0307187,214357,2018-02,118637278.2
E0307187,214357,2018-03,131506062.2
E0307187,214357,2018-04,78955243.5
E0307187,214357,2018-05,88691075.06
E0307187,214357,2018-07,93316405.6
E0307187,214357,2018-08,44379957.98
E0307187,214357,2018-10,87363085.95
E0307187,214357,2018-11,134454166.35
E0307187,214357,2018-12,71795627.67
E0307187,214357,2019-03,47863024.28
E0307187,214357,2019-04,16912141.05
E0307187,214357,2019-06,64265376.0
E0307187,214357,2019-07,121763377.05000001
E0307187,214357,2019-08,121615465.65
E0307187,214357,2019-10,5653839.45
E0307187,214357,2019-11,10587785.709999999
E0307187,214357,2020-01,147869437.8
E0307187,214357,2020-04,16821861.25
E0307187,214357,2020-05,9003693.26
E0307187,214357,2020-06,48183508.800000004
E0307187,214357,2020-07,121274357.67
E0307187,214357,2020-08,10071363.75
E0307187,214357,2020-09,81377052.75
E0307187,214357,2020-10,83850315.15
E0307187,214357,2020-11,99889527.17999999
E0307187,214357,2020-12,1636637.3499999999
E0307187,21446,2016-02,75655412.87
E0307187,21446,2016-04,61012863.23
E0307187,21446,2016-06,82937712.9
E0307187,21446,2016-07,61677338.1
E0307187,21446,2016-10,57841060.2
E0307187,21446,2016-11,39008847.15
E0307187,21446,2016-12,112598650.50999999
E0307187,21446,2017-01,173784097.20000002
E0307187,21446,2017-02,96840531.9
E0307187,21446,2017-05,13246686.600000001
E0307187,21446,2017-09,104321764.05
E0307187,21446,2017-10,45131401.46
E0307187,21446,2017-12,153466669.65
E0307187,21446,2018-01,8007644.88
E0307187,21446,2018-02,60011973.58
E0307187,21446,2018-03,73016471.61
E0307187,21446,2018-06,60744152.86
E0307187,21446,2018-07,27400806.38
E0307187,21446,2018-08,49843922.1
E0307187,21446,2018-10,60979221.45
E0307187,21446,2018-11,120945392.84
E0307187,21446,2019-03,82794020.2
E0307187,21446,2019-04,71448274.8
E0307187,21446,2019-05,114000308.27
E0307187,21446,2019-06,60875561.67
E0307187,21446,2019-07,52889820.900000006
E0307187,21446,2019-08,33647520.9
E0307187,21446,2019-10,94575051.41
E0307187,21446,2019-11,159401312.5
E0307187,21446,2019-12,140955308.55
E0307187,21446,2020-01,106928563.03999999
E0307187,21446,2020-03,144025261.47
E0307187,21446,2020-04,55877214.75
E0307187,21446,2020-05,119132391.0
E0307187,21446,2020-07,77686763.7
E0307187,21446,2020-08,208756541.70000002
E0307187,21446,2020-09,151735512.10999998
E0307187,21446,2020-10,3894568.4299999997
E0307187,21446,2020-12,155503628.70000002
E0307187,21448,2016-01,121736117.44
E0307187,21448,2016-02,101170125.06
E0307187,21448,2016-04,75362165.55
E0307187,21448,2016-06,203509003.12
E0307187,21448,2016-07,122314758.30000001
E0307187,21448,2016-08,101510016.3
E0307187,21448,2016-09,112909097.7
E0307187,21448,2016-10,95958386.84
E0307187,21448,2016-11,131288688.11
E0307187,21448,2016-12,51374897.7
E0307187,21448,2017-01,43368666.6
E0307187,21448,2017-02,103695323.14999999
E0307187,21448,2017-04,36051943.2
E0307187,21448,2017-05,102245724.0
E0307187,21448,2017-08,115910425.05000001
E0307187,21448,2017-09,25542552.16
E0307187,21448,2017-10,86180895.15
E0307187,21448,2018-01,59279836.98
E0307187,21448,2018-02,31811694.169999998
E0307187,21448,2018-06,62191553.879999995
E0307187,21448,2018-07,38361790.95
E0307187,21448,2018-08,78873005.4
E0307187,21448,2018-09,71786606.85000001
E0307187,21448,2018-11,114478417.2
E0307187,21448,2018-12,88042488.44
E0307187,21448,2019-04,46173509.32
E0307187,21448,2019-05,108769434.9
E0307187,21448,2019-07,227651209.8
E0307187,21448,2019-08,89070483.77
E0307187,21448,2019-09,21399438.900000002
E0307187,21448,2019-12,31060322.47
E0307187,21448,2020-01,78738830.10000001
E0307187,21448,2020-03,90229176.45
E0307187,21448,2020-04,76497245.8
E0307187,21448,2020-06,108679964.4
E0307187,21448,2020-08,101243328.9
E0307187,21448,2020-09,149619333.92
E0307187,21448,2020-11,165583872.3
E0307187,21448,2020-12,143865592.68
E0307187,214695,2016-04,94734035.55
E0307187,214695,2016-06,99956773.35000001
E0307187,214695,2016-07,181461979.65
E0307187,214695,2016-09,100919887.95
E0307187,214695,2016-10,63446157.6
E0307187,214695,2016-11,160227398.1
E0307187,214695,2017-01,101065048.35000001
E0307187,214695,2017-02,107935121.7
E0307187,214695,2017-04,99193615.5
E0307187,214695,2017-05,172790147.25
E0307187,214695,2017-06,30788102.64
E0307187,214695,2017-08,67501398.87
E0307187,214695,2017-09,222872011.95000002
E0307187,214695,2017-10,3785994.45
E0307187,214695,2017-12,143343700.67
E0307187,214695,2018-03,15520197.879999999
E0307187,214695,2018-04,20193934.33
E0307187,214695,2018-05,24872153.25
E0307187,214695,2018-06,83173167.00999999
E0307187,214695,2018-07,70708909.95
