Agency,GFS,Amount,Payment Date
E0171808,213,30353462,2017-02-16
E0171808,21638,19686138,2017-02-16
E0171808,21932,65223846,2017-02-16
E0171808,216668,86318327,2017-02-16
E0171808,215920,7774167,2017-02-16
E0171808,219388,52167487,2017-02-16
E0171808,216823,89649693,2017-02-16
E0171808,21393,94478127,2017-02-16
E0373479,215,65074223,2017-02-16
E0373479,212,20424357,2017-02-16
E0373479,216919,99390450,2017-02-16
E0373479,219351,50531919,2017-02-16
E0373479,21752,74618402,2017-02-16
E0373479,21932,62313905,2017-02-16
E0373479,216134,4457732,2017-02-16
E0373479,21186,67241862,2017-02-16
E0373479,216037,77074092,2017-02-16
E0373479,217,21381040,2017-02-16
E0373479,21903,51909665,2017-02-16
E0373479,21108,63764654,2017-02-16
E0863254,211526,19231914,2017-02-16
E0863254,211,69713731,2017-02-16
E0863254,217028,43471797,2017-02-16
E0863254,21638,25624435,2017-02-16
E0863254,216668,92344804,2017-02-16
E0863254,218,4927388,2017-02-16
E0863254,21582,66821352,2017-02-16
E0863254,21448,82766006,2017-02-16
E0835112,211,59366976,2017-02-17
E0835112,219,78271409,2017-02-17
E0835112,21393,50882488,2017-02-17
E0835112,216668,20851581,2017-02-17
E0835112,215124,38289547,2017-02-17
E0835112,216419,64723335,2017-02-17
E0835112,212652,52752781,2017-02-17
E0835112,217,71896108,2017-02-17
E0835112,216,43099930,2017-02-17
E0835112,21200,9115209,2017-02-17
E0835112,21325,45233408,2017-02-17
E0835112,21799,99113966,2017-02-17
E0835112,217719,1807341,2017-02-17
E0835112,212,87912894,2017-02-17
E0835112,214695,93181405,2017-02-17
E0835112,21186,32688760,2017-02-17
E0835112,212,36735219,2017-02-17
E0505028,215,91111205,2017-02-17
E0505028,214357,32050503,2017-02-17
E0505028,21393,68756594,2017-02-17
E0505028,21186,63875152,2017-02-17
E0505028,21638,49967848,2017-02-17
E0982709,21903,46043233,2017-02-17
E0982709,216134,24631762,2017-02-17
E0982709,21393,57449456,2017-02-17
E0982709,215,16285679,2017-02-17
E0982709,214,26331889,2017-02-17
E0982709,21932,940485,2017-02-17
E0982709,212,69034309,2017-02-17
E0982709,213,35454250,2017-02-17
E0982709,215920,16874681,2017-02-17
E0982709,21433,85068439,2017-02-17
E0982709,211,6124195,2017-02-17
E0982709,21752,71569484,2017-02-17
E0982709,21186,47354008,2017-02-17
E0982709,214695,53004084,2017-02-17
E0586075,219578,62416762,2017-02-17
E0586075,216823,64330742,2017-02-17
E0586075,21446,67539165,2017-02-17
E0586075,214,69700098,2017-02-17
E0586075,217,71754704,2017-02-17
E0586075,21191,12379114,2017-02-17
E0586075,212,31506734,2017-02-17
E0586075,217973,84776772,2017-02-17
E0586075,215,3890068,2017-02-17
E0586075,216419,29787582,2017-02-17
E0307187,21119,69367719,2017-02-17
E0307187,217,26746941,2017-02-17
E0307187,214,19376092,2017-02-17
E0307187,215920,70296899,2017-02-17
E0307187,212,47576159,2017-02-17
E0307187,21932,98010586,2017-02-17
E0307187,21186,7160037,2017-02-17
E0307187,211526,29546726,2017-02-17
E0307187,214312,19888357,2017-02-17
E0109833,217,66990080,2017-02-17
E0109833,216919,22456406,2017-02-17
E0109833,211,26964141,2017-02-17
E0109833,219,81658485,2017-02-17
E0109833,213183,30593358,2017-02-17
E0109833,214,18071429,2017-02-17
E0109833,218,73860607,2017-02-17
E0109833,211526,26584038,2017-02-17
E0109833,21989,29282951,2017-02-17
E0109833,215727,78892126,2017-02-17
E0109833,21393,72396529,2017-02-17
E0109833,211,94317720,2017-02-17
E0109833,21752,88543417,2017-02-17
E0109833,215920,76690060,2017-02-17
E0337037,219,36899811,2017-02-17
E0337037,21799,69696419,2017-02-17
E0337037,215920,76347926,2017-02-17
E0337037,21582,55587082,2017-02-17
E0337037,21752,16769099,2017-02-17
E0337037,219,34410711,2017-02-17
E0337037,217,69789762,2017-02-17
E0337037,217,20223966,2017-02-17
E0337037,212,78249343,2017-02-17
E0337037,21638,75106377,2017-02-17
E0171808,21433,60755563,2017-02-17
E0171808,21208,85710227,2017-02-17
E0171808,213,99996292,2017-02-17
E0171808,214946,17753876,2017-02-17
E0171808,21434,90841239,2017-02-17
E0171808,211,7588602,2017-02-17
E0171808,21186,65572912,2017-02-17
E0373479,214,29918203,2017-02-17
E0373479,219351,32416953,2017-02-17
E0373479,215706,39072554,2017-02-17
E0373479,21200,37030882,2017-02-17
E0373479,216823,79699644,2017-02-17
E0373479,214,39940535,2017-02-17
E0373479,214729,35104699,2017-02-17
E0373479,21191,75913470,2017-02-17
E0373479,21143,64516604,2017-02-17
E0373479,21989,88988500,2017-02-17
E0373479,212245,37053709,2017-02-17
E0373479,215920,68733784,2017-02-17
E0373479,216919,66178821,2017-02-17
E0373479,21325,34662138,2017-02-17
E0373479,217719,37932087,2017-02-17
E0863254,21668,26536737,2017-02-17
E0863254,21191,95216487,2017-02-17
E0863254,215,45992936,2017-02-17
E0863254,214,22145157,2017-02-17
E0863254,214,31055052,2017-02-17
E0863254,214695,45204120,2017-02-17
E0863254,21989,87252590,2017-02-17
E0863254,21638,49335775,2017-02-17
E0863254,21903,54879736,2017-02-17
E0863254,214312,33323611,2017-02-17
E0863254,212,32189738,2017-02-17
E0863254,21665,65403910,2017-02-17
E0835112,21186,51336847,2017-02-18
E0835112,211,70279366,2017-02-18
E0835112,213,69731949,2017-02-18
E0835112,21752,43593555,2017-02-18
E0835112,21434,54673499,2017-02-18
E0835112,21220,57618578,2017-02-18
E0835112,212652,84081080,2017-02-18
E0835112,216,99360740,2017-02-18
E0835112,212,50303451,2017-02-18
E0835112,21119,21523311,2017-02-18
E0505028,21220,47497818,2017-02-18
E0505028,21932,35722128,2017-02-18
E0505028,216823,99885832,2017-02-18
E0505028,21515,99326529,2017-02-18
E0505028,214312,94939289,2017-02-18
E0505028,217,68590479,2017-02-18
E0505028,214,59038812,2017-02-18
E0505028,213,74390123,2017-02-18
E0505028,219388,19638786,2017-02-18
E0505028,214946,86398148,2017-02-18
E0505028,212,48829602,2017-02-18
E0505028,213,43295378,2017-02-18
E0505028,212,75185065,2017-02-18
E0505028,21108,48952854,2017-02-18
E0505028,215,46505369,2017-02-18
E0505028,215727,70042660,2017-02-18
E0505028,21191,91816428,2017-02-18
E0505028,21325,68215442,2017-02-18
E0505028,211,2418682,2017-02-18
E0982709,217,94721363,2017-02-18
E0982709,214695,92460337,2017-02-18
E0982709,21799,85868947,2017-02-18
E0982709,215136,36647666,2017-02-18
E0982709,21515,71007088,2017-02-18
E0586075,21572,99609891,2017-02-18
E0586075,211,1524936,2017-02-18
E0586075,212,11153111,2017-02-18
E0586075,21446,88692056,2017-02-18
E0586075,212,2164045,2017-02-18
E0307187,212,62832790,2017-02-18
E0307187,219,68873806,2017-02-18
E0307187,213183,83617801,2017-02-18
E0307187,21448,50978164,2017-02-18
E0307187,217028,24978163,2017-02-18
E0307187,212245,70663215,2017-02-18
E0307187,21932,15743298,2017-02-18
E0307187,217719,64581207,2017-02-18
E0307187,216134,42820964,2017-02-18
E0307187,211,7993877,2017-02-18
E0307187,21752,86720745,2017-02-18
E0307187,217973,24233496,2017-02-18
E0307187,21200,67293985,2017-02-18
E0307187,21220,1200801,2017-02-18
E0307187,21208,63273199,2017-02-18
E0307187,21434,42685918,2017-02-18
E0109833,212,68637515,2017-02-18
E0109833,219578,10237974,2017-02-18
E0109833,21108,81114757,2017-02-18
E0109833,21572,66998169,2017-02-18
E0109833,21820,49870466,2017-02-18
E0109833,21668,8793139,2017-02-18
E0109833,21434,60737942,2017-02-18
E0109833,21393,43564369,2017-02-18
E0109833,217,36745868,2017-02-18
E0109833,21208,33918898,2017-02-18
E0337037,217719,16436645,2017-02-18
E0337037,217,85808666,2017-02-18
E0337037,21820,19888403,2017-02-18
E0337037,211,24244120,2017-02-18
E0337037,214357,71165079,2017-02-18
E0337037,213183,26401333,2017-02-18
E0337037,216992,65048676,2017-02-18
E0337037,211,93416402,2017-02-18
E0337037,212,49991458,2017-02-18
E0337037,21932,84535509,2017-02-18
E0337037,215706,30492581,2017-02-18
E0337037,217604,80435972,2017-02-18
E0337037,217,28035214,2017-02-18
E0337037,21433,60699389,2017-02-18
E0337037,213,92218470,2017-02-18
E0337037,219351,34006792,2017-02-18
E0337037,214946,91854538,2017-02-18
E0171808,214047,24308053,2017-02-18
E0171808,21752,20887035,2017-02-18
E0171808,21119,32909760,2017-02-18
E0171808,21665,52123789,2017-02-18
E0171808,216419,91459456,2017-02-18
E0171808,219578,82875592,2017-02-18
E0171808,21220,92056657,2017-02-18
E0171808,212245,34194283,2017-02-18
E0171808,21446,77815665,2017-02-18
E0171808,21200,74403480,2017-02-18
E0171808,211,35558568,2017-02-18
E0373479,21665,56986684,2017-02-18
E0373479,218,34185117,2017-02-18
E0373479,218,53211967,2017-02-18
E0373479,218,25974326,2017-02-18
E0373479,21108,56108623,2017-02-18
E0373479,213197,74620360,2017-02-18
E0373479,217028,18205329,2017-02-18
E0373479,214695,89966342,2017-02-18
E0373479,215,88932047,2017-02-18
E0373479,21668,8698717,2017-02-18
E0863254,217,30416879,2017-02-18
E0863254,21572,13715498,2017-02-18
E0863254,21582,47979119,2017-02-18
E0863254,216134,13904165,2017-02-18
E0863254,21393,11088178,2017-02-18
E0835112,21668,12447771,2017-02-22
E0835112,21434,68774668,2017-02-22
E0835112,213,80095480,2017-02-22
E0835112,214946,40215469,2017-02-22
E0835112,211,10014,2017-02-22
E0835112,218,31468623,2017-02-22
E0835112,218,89452426,2017-02-22
E0835112,216823,98213100,2017-02-22
E0835112,212,13662358,2017-02-22
E0835112,215,6277598,2017-02-22
E0835112,211,31015818,2017-02-22
E0505028,215,27069813,2017-02-22
E0505028,21903,31687922,2017-02-22
E0505028,211,41753328,2017-02-22
E0505028,216992,29413449,2017-02-22
E0505028,21638,10782702,2017-02-22
E0505028,215706,2958082,2017-02-22
E0505028,214,15404216,2017-02-22
E0505028,21855,86319988,2017-02-22
E0982709,214,55848012,2017-02-22
E0982709,211,81599377,2017-02-22
E0982709,215727,74274497,2017-02-22
E0982709,215706,58854296,2017-02-22
E0982709,212,20355725,2017-02-22
E0982709,219,76973731,2017-02-22
E0586075,212,36336229,2017-02-22
E0586075,21108,57486042,2017-02-22
E0586075,216419,87957419,2017-02-22
E0586075,211,71574709,2017-02-22
E0586075,212,20427723,2017-02-22
E0586075,218,30330162,2017-02-22
E0586075,21143,82690848,2017-02-22
E0586075,214,12838157,2017-02-22
E0586075,215124,73823244,2017-02-22
E0586075,216134,86674729,2017-02-22
E0307187,218,95700774,2017-02-22
E0307187,21582,85604199,2017-02-22
E0307187,216668,9897260,2017-02-22
E0307187,21872,55056442,2017-02-22
E0307187,215727,66713523,2017-02-22
E0307187,218926,98808863,2017-02-22
E0307187,212,12810214,2017-02-22
E0307187,213,19801545,2017-02-22
E0307187,215706,88914526,2017-02-22
E0307187,21820,50858092,2017-02-22
E0307187,212652,34435258,2017-02-22
E0307187,216,59632902,2017-02-22
E0109833,219,93162297,2017-02-22
E0109833,21325,79616810,2017-02-22
E0109833,21143,42889906,2017-02-22
E0109833,216668,7654201,2017-02-22
E0109833,21200,86011182,2017-02-22
E0109833,214729,91630105,2017-02-22
E0109833,21752,62046702,2017-02-22
E0109833,212245,77610751,2017-02-22
E0109833,213183,4499572,2017-02-22
E0337037,215136,80458886,2017-02-22
E0337037,212,71928121,2017-02-22
E0337037,217973,425301,2017-02-22
E0337037,213183,21125015,2017-02-22
E0337037,218,33823665,2017-02-22
E0337037,212,7788073,2017-02-22
E0337037,21434,54586216,2017-02-22
E0337037,217604,41778087,2017-02-22
E0337037,215,86449771,2017-02-22
E0337037,21980,14821209,2017-02-22
E0171808,214,79394135,2017-02-22
E0171808,219578,13806901,2017-02-22
E0171808,214357,21611682,2017-02-22
E0171808,217,34032189,2017-02-22
E0171808,219,93657432,2017-02-22
E0373479,217,4392943,2017-02-22
E0373479,217604,53864958,2017-02-22
E0373479,218,12903406,2017-02-22
E0373479,219,42516834,2017-02-22
E0373479,214946,98490379,2017-02-22
E0373479,214,6788078,2017-02-22
E0373479,211,67842910,2017-02-22
E0373479,214357,73795727,2017-02-22
E0373479,216,54112027,2017-02-22
E0373479,21709,82914817,2017-02-22
E0373479,21119,94735846,2017-02-22
E0373479,216862,61537383,2017-02-22
E0373479,215136,54933266,2017-02-22
E0373479,216992,52429010,2017-02-22
E0373479,214742,84172041,2017-02-22
E0373479,212,69901660,2017-02-22
E0373479,21108,2330350,2017-02-22
E0373479,21668,17881091,2017-02-22
E0863254,215727,10233963,2017-02-22
E0863254,212245,92881432,2017-02-22
E0863254,21668,69478685,2017-02-22
E0863254,21208,22737145,2017-02-22
E0863254,214312,58867135,2017-02-22
E0863254,212,18865765,2017-02-22
E0863254,21433,44813816,2017-02-22
E0863254,216823,35955099,2017-02-22
E0863254,216,83754703,2017-02-22
E0863254,213197,64213405,2017-02-22
E0863254,21143,35524069,2017-02-22
E0863254,21220,98976275,2017-02-22
E0863254,216419,40196622,2017-02-22
E0863254,217028,14876506,2017-02-22
E0863254,21191,76644624,2017-02-22
E0863254,21872,38640487,2017-02-22
E0863254,212652,44276400,2017-02-22
E0863254,211,31232140,2017-02-22
E0835112,212,75315801,2017-02-24
E0835112,214,26411716,2017-02-24
E0835112,213,47473880,2017-02-24
E0835112,216,74987376,2017-02-24
E0835112,218,43625954,2017-02-24
E0835112,21305,77155086,2017-02-24
E0835112,213197,93877012,2017-02-24
E0835112,216668,47753270,2017-02-24
E0835112,215124,54882406,2017-02-24
E0505028,21446,54109690,2017-02-24
E0505028,21448,29971347,2017-02-24
E0505028,216134,89720478,2017-02-24
E0505028,21980,95072466,2017-02-24
E0505028,21305,33856225,2017-02-24
E0505028,213197,51862371,2017-02-24
E0505028,21638,95720723,2017-02-24
E0505028,21799,10695985,2017-02-24
E0505028,214312,40159853,2017-02-24
E0505028,211,28464898,2017-02-24
E0505028,216,9759632,2017-02-24
E0505028,216992,71250645,2017-02-24
E0505028,215,87072942,2017-02-24
E0505028,213,87862596,2017-02-24
E0505028,218,82072237,2017-02-24
E0505028,216823,91807178,2017-02-24
E0505028,213183,87129619,2017-02-24
E0982709,213,47302553,2017-02-24
E0982709,21903,28868471,2017-02-24
E0982709,211526,80311603,2017-02-24
E0982709,215706,84649672,2017-02-24
E0982709,211,41627267,2017-02-24
E0982709,217028,26825370,2017-02-24
E0982709,217,56574519,2017-02-24
E0982709,214,78221752,2017-02-24
E0982709,215,76748654,2017-02-24
E0982709,21446,7632285,2017-02-24
E0586075,216037,4181505,2017-02-24
E0586075,217,73384593,2017-02-24
E0586075,211,77325942,2017-02-24
E0586075,215,74099910,2017-02-24
E0586075,216,58391987,2017-02-24
E0586075,216992,68333267,2017-02-24
E0586075,216668,29604349,2017-02-24
E0586075,219,92646188,2017-02-24
E0307187,216862,97197060,2017-02-24
E0307187,213197,78688001,2017-02-24
E0307187,21220,73085993,2017-02-24
E0307187,212245,24727886,2017-02-24
E0307187,216037,74067766,2017-02-24
E0307187,215,65306482,2017-02-24
E0307187,219,28074088,2017-02-24
E0307187,213,43211765,2017-02-24
E0307187,216,88169493,2017-02-24
E0307187,214312,98679880,2017-02-24
E0307187,211,74014168,2017-02-24
E0307187,216419,81091635,2017-02-24
E0307187,213,49996495,2017-02-24
E0307187,21872,44928421,2017-02-24
E0307187,21434,97809006,2017-02-24
E0307187,21515,32815206,2017-02-24
E0307187,21186,26256521,2017-02-24
E0109833,21200,75457002,2017-02-24
E0109833,219,78340434,2017-02-24
E0109833,21119,27326480,2017-02-24
E0109833,21191,78288505,2017-02-24
E0109833,21433,58855639,2017-02-24
E0109833,216919,47971017,2017-02-24
E0109833,21305,52045420,2017-02-24
E0109833,21208,47478065,2017-02-24
E0109833,211,29878975,2017-02-24
E0109833,21665,59404802,2017-02-24
E0109833,214695,89286830,2017-02-24
E0109833,219,86351651,2017-02-24
E0109833,21220,62321458,2017-02-24
E0109833,217028,45613469,2017-02-24
E0109833,21872,79919811,2017-02-24
E0109833,218,27011640,2017-02-24
E0337037,217,2624460,2017-02-24
E0337037,212,46013462,2017-02-24
E0337037,215706,13377266,2017-02-24
E0337037,216,87417497,2017-02-24
E0337037,212,42020530,2017-02-24
E0337037,219,94638977,2017-02-24
E0337037,21980,7068802,2017-02-24
E0337037,21208,3936318,2017-02-24
E0337037,214357,72043675,2017-02-24
E0337037,214,85137064,2017-02-24
E0337037,216992,40772692,2017-02-24
E0337037,216,165111,2017-02-24
E0337037,218,98873206,2017-02-24
E0337037,217719,99585922,2017-02-24
E0337037,215,25991445,2017-02-24
E0337037,211,13015807,2017-02-24
E0337037,21709,37357425,2017-02-24
E0171808,215,15291038,2017-02-24
E0171808,211,63474105,2017-02-24
E0171808,21980,21707971,2017-02-24
E0171808,216823,75870388,2017-02-24
E0171808,213197,67629315,2017-02-24
E0171808,219,13318085,2017-02-24
E0171808,21709,72520515,2017-02-24
E0171808,218,42515513,2017-02-24
E0171808,216134,86917142,2017-02-24
E0171808,214,76445598,2017-02-24
E0373479,21932,92876205,2017-02-24
E0373479,216823,64250020,2017-02-24
E0373479,214357,30217481,2017-02-24
E0373479,21665,26858617,2017-02-24
E0373479,212,64536957,2017-02-24
E0373479,217719,81635726,2017-02-24
E0373479,213,21643314,2017-02-24
E0373479,211526,45194393,2017-02-24
E0373479,21448,21826989,2017-02-24
E0373479,213197,31708863,2017-02-24
E0373479,21393,19109594,2017-02-24
E0373479,212652,41265928,2017-02-24
E0373479,217,27530306,2017-02-24
E0373479,212,98635334,2017-02-24
E0373479,216,22067124,2017-02-24
E0373479,213,90805088,2017-02-24
E0373479,214047,59936932,2017-02-24
E0373479,219,14051922,2017-02-24
E0373479,214729,3546224,2017-02-24
E0863254,213183,53896605,2017-02-24
E0863254,21208,13638621,2017-02-24
E0863254,218,97854302,2017-02-24
E0863254,21325,12283712,2017-02-24
E0863254,21582,24117827,2017-02-24
E0835112,21143,71774349,2017-03-01
E0835112,211,76202604,2017-03-01
E0835112,211,13909013,2017-03-01
E0835112,212245,11164919,2017-03-01
E0835112,21752,64949216,2017-03-01
E0835112,215,60225703,2017-03-01
E0835112,21665,59633789,2017-03-01
E0835112,218,34298229,2017-03-01
E0835112,21855,14116265,2017-03-01
E0835112,213183,3971941,2017-03-01
E0835112,21932,43773284,2017-03-01
E0835112,21446,69767788,2017-03-01
E0835112,217604,64406001,2017-03-01
E0835112,212,50534872,2017-03-01
E0835112,218,98255679,2017-03-01
E0835112,215727,57029021,2017-03-01
E0835112,218926,14167264,2017-03-01
E0835112,214,52662811,2017-03-01
E0835112,21515,25048278,2017-03-01
E0505028,214946,42499492,2017-03-01
E0505028,21446,29212130,2017-03-01
E0505028,216134,98685731,2017-03-01
E0505028,217,3422174,2017-03-01
E0505028,215920,43419959,2017-03-01
E0505028,216,32800844,2017-03-01
E0505028,213183,53006522,2017-03-01
E0505028,212,97303265,2017-03-01
E0505028,21515,59846593,2017-03-01
E0982709,213,14627200,2017-03-01
E0982709,218,40692544,2017-03-01
E0982709,216862,93019311,2017-03-01
E0982709,215,63887652,2017-03-01
E0982709,211,52761868,2017-03-01
E0982709,215124,79471813,2017-03-01
E0982709,213,66590311,2017-03-01
E0982709,211,83256660,2017-03-01
E0982709,21752,31329874,2017-03-01
E0982709,217973,31509121,2017-03-01
E0982709,21572,9175619,2017-03-01
E0982709,216134,279532,2017-03-01
E0982709,219578,87900179,2017-03-01
E0982709,21200,77632814,2017-03-01
E0982709,215920,52580498,2017-03-01
E0586075,215,64049880,2017-03-01
E0586075,215,62947356,2017-03-01
E0586075,216919,37697575,2017-03-01
E0586075,21186,56126195,2017-03-01
E0586075,219388,81703068,2017-03-01
E0586075,217604,37213818,2017-03-01
E0586075,21709,95421692,2017-03-01
E0586075,21393,24147552,2017-03-01
E0586075,217028,54027047,2017-03-01
E0586075,21668,59144091,2017-03-01
E0586075,216037,16027003,2017-03-01
E0586075,214357,85784912,2017-03-01
E0586075,211,10217423,2017-03-01
E0586075,21820,1030334,2017-03-01
E0586075,21980,4326480,2017-03-01
E0586075,215920,34235259,2017-03-01
E0586075,21446,35358635,2017-03-01
E0307187,215,27791450,2017-03-01
E0307187,215,77132202,2017-03-01
E0307187,211,25406746,2017-03-01
E0307187,219351,40636046,2017-03-01
E0307187,216419,82276524,2017-03-01
E0307187,21186,94293104,2017-03-01
E0307187,21709,23579198,2017-03-01
E0307187,21220,34637006,2017-03-01
E0307187,21572,93082318,2017-03-01
E0307187,214946,51950983,2017-03-01
E0307187,217973,21685373,2017-03-01
E0307187,215,38910156,2017-03-01
E0307187,216134,23882820,2017-03-01
E0307187,214,92997379,2017-03-01
E0307187,216,12988035,2017-03-01
E0307187,219,73312993,2017-03-01
E0109833,215920,54392103,2017-03-01
E0109833,21119,97342641,2017-03-01
E0109833,21434,34290566,2017-03-01
E0109833,211,92240394,2017-03-01
E0109833,218,15021657,2017-03-01
E0109833,219388,32619990,2017-03-01
E0109833,21872,27231215,2017-03-01
E0109833,21903,57311146,2017-03-01
E0109833,21932,7088197,2017-03-01
E0109833,21855,51763668,2017-03-01
E0109833,21143,56719662,2017-03-01
E0109833,217,36918161,2017-03-01
E0109833,218,65323804,2017-03-01
E0109833,217,34567244,2017-03-01
E0109833,214946,3594570,2017-03-01
E0109833,216419,90566374,2017-03-01
E0109833,214729,42287455,2017-03-01
E0109833,216862,17783537,2017-03-01
E0109833,214312,50192073,2017-03-01
E0337037,215,60231169,2017-03-01
E0337037,21131,58774866,2017-03-01
E0337037,21143,79501059,2017-03-01
E0337037,211,51874522,2017-03-01
E0337037,216992,37413368,2017-03-01
E0337037,211,93857781,2017-03-01
E0337037,215124,60808999,2017-03-01
E0337037,214742,77502965,2017-03-01
E0337037,214,72623840,2017-03-01
E0337037,217,43372066,2017-03-01
E0337037,212,38181190,2017-03-01
E0337037,214047,26269180,2017-03-01
E0337037,216668,1034090,2017-03-01
E0337037,212652,95491992,2017-03-01
E0337037,219,87560696,2017-03-01
E0171808,219,12095403,2017-03-01
E0171808,21665,20621645,2017-03-01
E0171808,215920,20815737,2017-03-01
E0171808,212,23275154,2017-03-01
E0171808,219,7817574,2017-03-01
E0171808,213,17842669,2017-03-01
E0171808,217,24501788,2017-03-01
E0171808,214047,24685235,2017-03-01
E0171808,217604,48666558,2017-03-01
E0171808,219351,70224368,2017-03-01
E0171808,21820,74712013,2017-03-01
E0171808,219,45319207,2017-03-01
E0171808,21448,38796954,2017-03-01
E0171808,211,14472156,2017-03-01
E0171808,21446,54049375,2017-03-01
E0373479,217719,73821476,2017-03-01
E0373479,213197,62667836,2017-03-01
E0373479,212,83429914,2017-03-01
E0373479,21446,11362199,2017-03-01
E0373479,21665,47664751,2017-03-01
E0373479,214357,52135431,2017-03-01
E0373479,213,5736285,2017-03-01
E0373479,21709,60726667,2017-03-01
E0863254,212,87443560,2017-03-01
E0863254,21446,18455859,2017-03-01
E0863254,214695,26483352,2017-03-01
E0863254,219351,8074927,2017-03-01
E0863254,211,7106645,2017-03-01
E0863254,21434,64092405,2017-03-01
E0863254,21665,42307078,2017-03-01
E0863254,21872,70700227,2017-03-01
E0863254,214312,88991133,2017-03-01
E0863254,216419,71517685,2017-03-01
E0863254,21393,58848227,2017-03-01
E0863254,216134,94369171,2017-03-01
E0863254,219,74735215,2017-03-01
E0863254,218,15604130,2017-03-01
E0863254,217,26816092,2017-03-01
E0835112,212,75396596,2017-03-07
E0835112,213183,44062395,2017-03-07
E0835112,21752,64793075,2017-03-07
E0835112,215136,99972772,2017-03-07
E0835112,214357,19489865,2017-03-07
E0835112,217719,4725866,2017-03-07
E0505028,215124,78669583,2017-03-07
E0505028,21220,51104065,2017-03-07
E0505028,21903,38910489,2017-03-07
E0505028,21119,66799279,2017-03-07
E0505028,214,16608667,2017-03-07
E0505028,217,92916632,2017-03-07
E0505028,213183,8388225,2017-03-07
E0505028,216,50400765,2017-03-07
E0505028,21980,66057425,2017-03-07
E0505028,214047,12653209,2017-03-07
E0505028,216037,82168336,2017-03-07
E0505028,218,46846305,2017-03-07
E0982709,216992,79501178,2017-03-07
E0982709,216919,61683714,2017-03-07
E0982709,218,85999334,2017-03-07
E0982709,212,35134695,2017-03-07
E0982709,218,98250876,2017-03-07
E0982709,216862,57613235,2017-03-07
E0982709,215,1388683,2017-03-07
E0982709,214946,91990316,2017-03-07
E0982709,211,76773717,2017-03-07
E0982709,216419,53178918,2017-03-07
E0982709,213,29197789,2017-03-07
E0982709,215124,32797649,2017-03-07
E0586075,219351,44332488,2017-03-07
E0586075,217028,93851718,2017-03-07
E0586075,217719,49308518,2017-03-07
E0586075,21393,26019107,2017-03-07
E0586075,219578,7378517,2017-03-07
E0586075,216992,87987068,2017-03-07
E0586075,217604,45399184,2017-03-07
E0586075,217,40358160,2017-03-07
E0586075,212,7885836,2017-03-07
E0586075,21903,74503093,2017-03-07
E0586075,215,88531625,2017-03-07
E0586075,215920,52433882,2017-03-07
E0586075,211,41232986,2017-03-07
E0586075,21582,50219249,2017-03-07
E0586075,21980,93447839,2017-03-07
E0586075,215124,43735853,2017-03-07
E0586075,211,88544124,2017-03-07
E0586075,214742,11563466,2017-03-07
E0586075,212245,8142820,2017-03-07
E0307187,216823,11347354,2017-03-07
E0307187,214729,75048478,2017-03-07
E0307187,213197,17167509,2017-03-07
E0307187,21434,71396975,2017-03-07
E0307187,217604,38385010,2017-03-07
E0307187,21119,23192847,2017-03-07
E0307187,21932,82194077,2017-03-07
E0307187,218,12048350,2017-03-07
E0307187,214,43289494,2017-03-07
E0307187,211,58590907,2017-03-07
E0109833,214742,35244329,2017-03-07
E0109833,21903,20469990,2017-03-07
E0109833,215706,13960755,2017-03-07
E0109833,218,53268557,2017-03-07
E0109833,211,26403256,2017-03-07
E0109833,219578,90652893,2017-03-07
E0109833,21665,78930549,2017-03-07
E0109833,216919,47775160,2017-03-07
E0109833,21433,27476569,2017-03-07
E0109833,214,52604385,2017-03-07
E0109833,214357,52957260,2017-03-07
E0109833,219,64647706,2017-03-07
E0109833,212245,27873356,2017-03-07
E0109833,21143,48399111,2017-03-07
E0109833,214312,59426682,2017-03-07
E0109833,215920,32657531,2017-03-07
E0109833,211,63644815,2017-03-07
E0337037,214742,51559097,2017-03-07
E0337037,211,8333256,2017-03-07
E0337037,213197,92234537,2017-03-07
E0337037,217719,53180900,2017-03-07
E0337037,211,96397549,2017-03-07
E0337037,213,59384549,2017-03-07
E0337037,21119,25884136,2017-03-07
E0337037,21799,36223480,2017-03-07
E0337037,211,47976139,2017-03-07
E0337037,215136,60327772,2017-03-07
E0337037,212,7242172,2017-03-07
E0337037,215,65229779,2017-03-07
E0337037,212,36837180,2017-03-07
E0337037,21434,87268960,2017-03-07
E0337037,219351,96157741,2017-03-07
E0337037,219,73432730,2017-03-07
E0337037,21191,48791773,2017-03-07
E0337037,216862,80632796,2017-03-07
E0337037,216037,7095245,2017-03-07
E0171808,215920,49553584,2017-03-07
E0171808,218,13394927,2017-03-07
E0171808,215727,87974750,2017-03-07
E0171808,21434,18340849,2017-03-07
E0171808,215124,23530826,2017-03-07
E0171808,211,85222642,2017-03-07
E0171808,215706,59902816,2017-03-07
E0171808,21119,27848327,2017-03-07
E0171808,216134,36179644,2017-03-07
E0171808,215,17882160,2017-03-07
E0171808,21191,52042918,2017-03-07
E0171808,21143,14038061,2017-03-07
E0171808,214,87860223,2017-03-07
E0171808,21131,421713,2017-03-07
E0171808,214,44550733,2017-03-07
E0171808,215136,52164057,2017-03-07
E0171808,21433,53341400,2017-03-07
E0171808,214729,35092374,2017-03-07
E0373479,212,24501693,2017-03-07
E0373479,216037,84607058,2017-03-07
E0373479,213183,56476716,2017-03-07
E0373479,212,40439650,2017-03-07
E0373479,21446,44388615,2017-03-07
